Date,CO2Flux,CO2,H2O,Temperature, Pressure,WindSpeed,HorizontalWindDirection,RotationToZeroWTheta,RotationToZeroVPhi,SensibleHeatFlux,LatentHeatFlux,FrictionVelocity
0.3404255319,1.8132157,16.324608,173.13579,4.1222706,96.925705,7.4649587,5.3004913,1.4061142,174.69954,57.603878,4.467617,0.44365975
0.3617021277,0.8679016,16.301268,186.58403,4.0894566,96.91001,7.2835755,9.649261,1.4968494,170.35074,57.86022,21.487097,0.4485265
0.3829787234,1.9938655,16.318068,184.63112,4.135024,96.97718,6.947315,9.944122,1.6561139,170.05586,58.520897,8.270426,0.44360477
0.4680851064,2.514483,16.344233,179.71637,5.2564306,97.06153,7.2518744,13.292007,1.6173748,166.70801,70.66434,18.294605,0.4708889
0.4893617021,1.5642982,16.361042,175.85266,5.138631,97.10137,7.2460237,15.89653,1.5048033,164.10347,59.4263,18.03491,0.43615526
0.5319148936,1.7305839,16.382624,171.75504,5.012102,97.14571,6.1077075,24.95723,1.0044425,155.04277,50.99261,10.247469,0.36442766
0.5531914894,1.5392947,16.418629,171.62817,4.9484415,97.20053,5.5316815,19.12056,1.4137479,160.87944,49.42838,18.84881,0.32630476
0.5957446809,2.0570362,16.402317,173.589,4.7030597,97.24455,5.223115,16.428192,1.3723068,163.57181,70.67424,15.100401,0.30753914
0.6170212766,1.566921,16.400026,174.58075,4.6163187,97.237946,5.590503,21.840714,1.0896634,158.15929,83.187965,23.438745,0.33533376
0.6382978723,1.3959017,16.39328,171.31439,4.4575977,97.18645,5.988854,20.826935,1.1208241,159.17305,116.23566,36.54935,0.38956344
0.6808510638,1.1288483,16.387444,169.45853,4.3448844,97.245605,4.5942,20.80478,1.3924087,159.19522,127.16832,35.786564,0.29766917
0.7234042553,-2.1142805,16.332546,174.26553,4.266476,97.19928,5.280386,11.896469,1.4879328,168.10353,143.41798,43.08926,0.37095606
0.7659574468,-3.004694,16.29076,176.84987,4.6427927,97.175446,4.9494467,12.204849,1.3846574,167.79514,119.7217,39.994576,0.3498507
0.9574468085,-0.11196244,16.263462,186.04002,5.957482,96.99926,4.445049,4.8015137,1.5027211,175.19847,51.469563,25.299883,0.29719126
1,0.21061985,16.298952,187.72415,6.240192,97.072586,3.3528197,353.9383,1.3261855,173.9383,25.17252,19.72016,0.27912167
0.0212765957,0.5488076,16.313787,191.33241,6.3633857,97.10645,3.3184433,356.83047,1.6254613,176.83049,19.340593,17.432623,0.24959065
0.1489361702,0.163714,16.450445,195.26712,6.422763,97.25041,1.4624385,8.466156,0.9600162,171.53384,-0.27290574,0.4153047,0.05587989
0.170212766,0.053655326,16.45852,195.59377,6.4871554,97.237465,1.0518011,2.7930298,0.8618471,177.20699,-1.1562269,0.06646803,0.0289282
0.2127659574,0.031119261,16.572998,190.06009,6.3900514,97.25001,0.730867,258.74988,0.2719627,78.74987,-0.7733209,0.14408447,0.019467374
0.2978723404,0.4958404,16.507025,183.10893,6.284299,97.18257,0.87331665,336.9696,0.43879497,156.96962,-0.80493253,1.1737843,0.039598983
0.3404255319,-0.43643326,16.423616,164.95673,6.180236,97.14556,0.7797098,31.151443,0.49138504,148.84856,-0.7925867,-0.49047524,0.026483499
0.3829787234,-0.16235158,16.519447,157.0373,5.931852,97.11012,0.84190387,59.430542,0.10087064,120.56946,0.16657636,0.61722815,0.017628193
0.4042553191,-0.017680759,16.308989,139.09395,5.828229,97.10294,0.99134624,126.500824,0.6087726,53.49916,-0.74150276,-0.08239666,0.028950904
0.5319148936,-0.11301364,16.826427,176.51237,5.058583,97.24437,1.6839542,149.62747,0.19077423,30.372513,-1.011037,-0.47926158,0.0265394
0.6382978723,-1.9930549,16.34438,214.88707,2.9656582,97.270164,2.6090724,163.78897,0.0685281,16.211033,74.10454,41.27209,0.18956417
0.6808510638,-6.2045875,16.126074,228.57593,4.5661573,97.20777,4.341231,154.88647,0.123540804,25.113522,149.87239,70.793304,0.32584777
0.7234042553,-2.4425602,15.988193,237.668,5.325674,97.158035,4.5744095,167.41351,0.16785893,12.586482,164.94872,51.359974,0.28870466
0.7446808511,-8.680126,15.896525,244.52061,6.083367,97.09283,4.639774,162.2413,0.38359484,17.758682,169.08093,87.46105,0.33047366
0.8085106383,-9.703375,15.691229,256.60538,7.8189645,96.882286,4.328514,161.61166,0.18871175,18.388334,168.98737,109.14009,0.27802262
0.8936170213,-9.747832,15.488259,267.57114,10.350751,96.66323,3.8680258,164.33792,0.31959417,15.662073,108.64341,114.54072,0.27150086
0.0638297872,0.4806272,15.824117,285.59854,10.038044,96.68323,2.3856826,126.6228,0.50706327,53.37721,-10.203974,-1.1763797,0.044911984
0.085106383,-0.10996249,15.945294,277.36395,9.695205,96.704216,2.7665455,140.61063,0.22728212,39.389374,-11.700722,0.38104284,0.090590656
0.1063829787,-0.41756818,16.065414,277.67255,9.005621,96.70976,3.1500587,155.42258,0.35443062,24.577421,-25.429842,0.40276185,0.14151855
0.1276595745,0.6138666,16.179235,274.91174,8.6047325,96.711975,2.9524648,150.87125,0.39860424,29.128761,-18.00048,0.7870259,0.13475172
0.2127659574,-0.7551995,16.268072,272.52716,8.359137,96.7554,2.6545384,141.41464,0.027976478,38.58536,-13.412516,-0.12760043,0.12121955
0.2553191489,-0.3396133,16.232002,273.28632,8.512901,96.719475,2.7214055,139.47852,0.21760605,40.5215,-14.667246,-0.30457664,0.11986667
0.2765957447,-0.66328514,16.221758,276.00616,8.428318,96.71261,3.3867016,132.84317,0.19382681,47.156826,-5.743008,0.047448695,0.08677306
0.2978723404,-0.59226704,16.232683,278.56018,8.38485,96.714775,3.2810686,132.62842,0.22381195,47.371593,-8.7373495,-0.27436215,0.06976523
0.4042553191,0.48054624,16.13653,284.62344,8.35554,96.7019,2.7838821,137.2171,0.07132631,42.78289,-19.143541,-2.040767,0.14854315
0.5106382979,0.4952867,16.271648,272.07025,8.022009,96.883545,2.088067,54.72513,0.17913693,125.27487,-5.592411,-0.86951965,0.07007866
0.6170212766,-5.230521,16.138794,325.29028,7.0329404,97,2.2106986,59.52173,0.23239024,120.47827,43.636868,31.758202,0.18306534
0.7872340426,-11.654345,15.400559,407.31635,13.610437,97.028885,2.2630026,38.546875,1.014908,141.45312,114.50811,126.06677,0.21167552
0.8723404255,-8.936341,15.420101,420.93823,16.107529,96.81022,2.7855425,95.269714,1.3410059,84.73029,101.47172,112.000305,0.20973986
0.8936170213,-8.061311,15.3166065,423.52197,16.691587,96.805786,2.805735,102.47946,1.0139434,77.52054,77.803696,102.48778,0.24801661
0.9361702128,-8.508356,15.160486,415.11014,17.444126,96.79019,2.5237765,140.06976,0.034264047,39.930256,29.176155,98.22956,0.20415594
0.085106383,-0.039811455,15.930328,408.10666,14.928291,96.7852,1.9969763,102.09741,1.3694519,77.90259,-2.027323,0.013671345,0.03819103
0.1276595745,-0.4576905,16.12022,399.29242,13.171985,96.7852,2.5856664,137.35538,0.342641,42.644615,-18.391243,0.31572413,0.11504406
0.2340425532,0.25622937,16.108929,386.06274,11.848975,96.67803,2.5162518,103.77301,0.90956783,76.22699,-16.069576,-1.2331194,0.08549332
0.2553191489,1.0959721,16.18462,380.47278,11.205977,96.59639,2.7475502,96.4483,0.9956371,83.5517,-14.434505,-1.8966618,0.10480417
0.2978723404,0.7204894,16.145283,381.45544,11.067755,96.52796,3.539134,136.98492,0,43.015064,-31.714697,1.5496812,0.21767242
0.3191489362,0.91813934,16.13771,381.5964,10.960243,96.49608,3.0417943,138.16785,0.034264047,41.832153,-24.05142,-0.9557575,0.17845213
0.3404255319,-0.4708985,16.12554,378.83273,10.943633,96.4533,2.7254124,122.60715,0.5185109,57.392853,-10.285256,-0.37227166,0.08370247
0.5531914894,-2.1348019,15.766723,364.1729,11.881009,96.34037,4.312351,222.09639,0.99661934,42.096386,-78.52101,24.290453,0.3997653
0.5744680851,-2.9905062,15.726881,366.79263,12.026327,96.47498,5.7021356,235.67857,0.7898155,55.678566,-46.77123,42.809536,0.4298985
0.7021276596,-9.134225,15.397454,398.87247,14.191876,96.78528,3.2381206,305.05017,1.080466,125.05018,115.02602,124.621,0.25756577
0.8936170213,-9.486628,15.222099,460.22498,15.722021,96.999985,9.198666,9.715271,1.2586559,170.28474,107.9582,140.20848,0.5768776
0.1489361702,0.7996857,16.213127,248.21948,7.4159055,97.78451,5.9096174,27.066498,0.9634751,152.9335,-15.984137,16.588518,0.37240532
0.170212766,0.9588734,16.266571,244.83424,7.3144836,97.86585,4.496994,28.64824,0.5757336,151.35175,-13.664729,13.742856,0.3009997
0.1914893617,0.41276243,16.287712,241.96158,7.288843,97.87603,3.3800433,34.583878,0.059347074,145.4161,-13.490167,6.2645106,0.24864529
0.2127659574,0.68956983,16.294746,238.98244,7.1866817,97.88126,4.0896416,38.508865,0.78559244,141.49112,-9.230957,7.0696626,0.32111695
0.2340425532,0.08479547,16.309961,232.32596,7.010853,97.881615,4.959796,36.44716,0.26834118,143.55284,-15.443675,11.14686,0.3967
0.4893617021,0.9435633,16.478035,186.67522,5.7880063,98.23045,6.502754,37.127243,0.34434992,142.87276,13.252486,7.3166485,0.4713461
0.5531914894,1.0184939,16.51293,182.1156,4.96378,98.28484,6.0703044,34.412613,0.19881032,145.58737,24.022478,9.819012,0.39858842
0.5957446809,3.0462816,16.477411,168.85014,4.091616,98.2845,6.5116105,36.547455,0.22555372,143.45255,81.68262,14.679433,0.47054046
0.7872340426,-2.4794555,16.024748,178.84943,5.441559,98.28261,5.4298615,37.31305,0.3527705,142.68695,234.34518,82.43076,0.47659943
0.8085106383,-11.904558,15.9654665,184.40556,5.898745,98.2317,5.431859,32.424698,0.6467988,147.5753,255.69075,149.40092,0.483919
0.829787234,-10.858261,15.921924,188.07211,6.319815,98.21518,5.039866,31.98584,0.4869851,148.01416,220.00586,131.93246,0.45939794
0.9574468085,-4.7341743,15.863646,191.78624,7.48545,97.9999,4.6097665,46.550583,0,133.4494,61.468117,60.581966,0.40535766
0.0638297872,0.50217986,16.236288,207.42839,7.5713835,98.095474,2.2995775,41.610092,0.027976478,138.38991,-13.979751,5.26806,0.18287681
0.1063829787,-0.098819986,16.429499,216.04745,7.290893,98.12778,2.0414922,44.86461,0.2853055,135.13538,-10.022729,0.6599586,0.11576075
0.2765957447,0.6857597,16.411299,187.02249,6.777725,98.14909,4.142029,52.894043,0.27906477,127.10595,-19.758018,14.474483,0.35017073
0.4255319149,0.5557047,16.474472,178.9511,6.256909,98.11185,3.146612,46.271454,0.39712885,133.72855,-10.615357,8.349943,0.28988096
0.4468085106,0.38924766,16.491634,180.65398,6.1607203,98.10481,3.2074323,45.666275,0.19979212,134.33372,-5.3460727,8.927329,0.26496604
0.5106382979,0.80671537,16.45862,173.27448,5.954064,98.02587,4.150021,72.85727,0.16432466,107.14272,19.175318,15.367918,0.32280222
0.5319148936,0.80869126,16.4658,174.16574,5.98036,98.00282,4.4536204,71.375,0.08392944,108.624985,23.563498,20.704668,0.3313063
0.5957446809,0.13942084,16.46062,175.25914,6.0396476,98.085724,3.6199188,64.79324,0.24787241,115.206764,37.91832,20.737782,0.2711911
0.6170212766,-0.76255924,16.444876,175.80681,5.8514066,98.09589,2.952421,63.697067,0.0523392,116.302925,38.98317,16.623617,0.25548622
0.6382978723,-3.2036862,16.424526,177.34827,5.5621676,98.10594,2.6940846,58.438843,0.30582818,121.56115,54.395763,26.908113,0.23795328
0.7234042553,-7.2072988,16.249111,185.49803,4.615403,98.00071,1.8789325,64.38489,0.61133856,115.615105,87.33571,43.10433,0.13508038
0.9574468085,-8.199749,15.777786,220.35289,7.354192,97.58607,1.5782282,45.379593,2.3430157,134.6204,51.419655,54.36763,0.20038013
0.9787234043,-3.7322996,15.781311,219.1742,8.232577,97.58184,1.5736915,67.42175,0,112.578255,7.7534456,24.61947,0.11611318
1,-1.7363906,15.810365,220.73698,8.583886,97.565346,1.7048285,66.884674,0.044234697,113.11532,0.06707171,20.197493,0.11354786
0.085106383,-0.38726643,16.207806,220.26314,8.631425,97.59674,1.9336982,31.538284,0.65908575,148.46172,-0.38382423,-0.51636815,0.060982753
0.1276595745,-0.23484768,16.493362,231.57932,7.945674,97.58738,1.5056666,75.97031,0.09487286,104.02969,-4.3805823,-0.14628941,0.04763984
0.1489361702,0.049846716,16.648207,238.20181,7.6147447,97.59058,1.999816,78.27515,0.30325815,101.72484,-11.128392,0.6343669,0.0896618
0.1914893617,0.7592527,16.59591,235.08212,7.198989,97.53873,2.6680803,116.957855,0.5764129,63.042133,-14.5757885,3.3280818,0.12031838
0.2765957447,0.023924474,16.457735,226.36795,7.1916103,97.48314,2.5430205,140.97537,0.342641,39.02463,-12.00625,1.3382151,0.13007888
0.2978723404,0.40511972,16.499327,226.01263,7.1744914,97.46167,2.1360345,137.37863,0.37220347,42.621365,-10.03038,2.2655313,0.10241638
0.3829787234,0.030228779,16.469036,226.3226,7.33839,97.33868,1.1873735,95.04529,1.2151492,84.95469,-1.9589629,0.29518563,0.04224659
0.4468085106,0.22410823,16.72304,248.89708,7.1403165,97.31565,1.2150447,73.47067,0.35332474,106.529335,-1.9341129,1.0618606,0.045060296
0.5319148936,0.25759304,16.32602,194.2453,7.7366877,97.25031,2.871817,159.21399,0.13988242,20.786013,-7.073788,41.78666,0.19000928
0.7021276596,-1.3631282,16.062664,303.39954,9.0506115,97.04157,2.8316634,101.93814,0.40590087,78.06186,16.387081,15.93105,0.21821342
0.7659574468,-3.5677834,15.907103,310.54462,9.687829,96.99891,2.6859808,57.478577,0.0523392,122.52141,21.87062,24.495296,0.22911896
0.7872340426,-5.201557,15.868909,314.68372,9.7776785,96.92504,2.6187985,55.803345,0.3226409,124.196655,36.997734,28.938477,0.19147469
0.8510638298,-10.615605,15.618438,340.2467,11.506391,96.75778,2.366627,10.610626,1.0368437,169.38937,44.107903,55.93836,0.17147528
0.8723404255,-11.757111,15.525382,349.3999,11.800408,96.71197,2.6807332,10.942688,1.5906559,169.05728,57.721516,66.099625,0.21855567
0.8936170213,-11.892795,15.441653,362.86444,12.340383,96.7074,2.7526448,19.095062,1.0317354,160.90494,48.08177,65.71579,0.21446528
0.914893617,-8.920752,15.407059,371.87204,12.888187,96.66965,2.4521837,25.40384,0.9211118,154.59615,36.801933,57.036293,0.15826134
0.9787234043,-1.2574164,15.450395,389.38956,13.599645,96.59461,2.6346025,39.77916,0,140.22083,3.2491407,16.892202,0.19468884
0.0425531915,0.9632387,15.8574915,383.64594,11.77849,96.70479,2.3427472,28.094116,0.99818885,151.90587,-11.011357,-1.0381138,0.043643862
0.1489361702,0.52605903,16.332928,350.7427,10.068336,96.782005,2.0021892,45.810883,0.074018806,134.1891,-12.764274,-0.8502427,0.14285022
0.2553191489,0.10230219,16.488684,337.01373,9.477091,96.76135,1.4394641,67.79138,0.074018806,112.20862,-1.5741146,-0.14022882,0.03537852
0.4255319149,1.7037385,16.613773,413.32153,11.330856,96.58847,3.1919246,142.88925,0.06255731,37.110764,-10.641255,-3.9288008,0.16487966
0.6382978723,-5.101688,15.085558,698.94885,18.64633,96.59647,4.4247437,153.74051,0.027976478,26.259506,36.50263,22.400885,0.31101617
0.7021276596,-11.392606,14.832369,743.8287,21.493277,96.58599,7.5181684,191.55623,0.5467973,11.55622,83.699,117.904205,0.44960275
0.7659574468,-11.300118,14.649676,718.14294,22.522802,96.482544,7.671803,199.14969,0.6446776,19.149694,42.911213,143.2851,0.45951402
0.914893617,-6.113364,14.408175,707.07434,25.39487,96.281906,7.3815446,208.68604,0.721993,28.68603,-15.836964,102.892265,0.4002739
0.9787234043,-1.5260351,14.382778,720.759,25.015707,96.28308,4.0843897,205.60095,0.63919085,25.600962,-34.02867,6.9630017,0.19473346
1,-0.6525217,14.53361,707.5418,24.122692,96.292366,3.11646,213.67882,0.7030439,33.67881,-16.344286,-0.023042308,0.1125149
0,-0.4632388,14.763725,689.5263,23.065374,96.35252,2.033766,229.51286,0.69520706,49.51285,-25.289768,-0.9857406,0.10066157
0.0638297872,0.5281873,15.109137,703.3509,20.120754,96.60334,4.993773,318.05286,1.1680173,138.05287,-34.94294,-6.0854864,0.32388008
0.2340425532,2.91439,15.979825,608.96,16.445602,96.88365,2.9528463,333.43866,1.2317833,153.43864,-20.383842,-9.729187,0.1566122
0.2765957447,2.7179742,16.109207,562.05206,15.341097,96.99968,3.5409546,322.27588,1.1190768,142.2759,-17.444757,-5.5508394,0.20704494
0.3404255319,2.989054,15.974915,564.0729,15.346955,97.09975,4.1100755,358.8499,1.4643352,178.85002,-27.44763,-8.450352,0.27686638
0.4893617021,5.5059376,14.167717,286.74637,10.784034,97.49996,6.310268,17.454697,1.3835263,162.5453,8.642212,-11.784159,0.433
0.5106382979,0.6253195,14.078395,320.8672,11.002791,97.59636,5.3314886,13.984222,1.242224,166.01576,4.551985,5.3199387,0.36597222
0.5744680851,-11.45117,14.737859,-137.5574,10.620692,97.785706,5.7957935,29.993408,0.33688188,150.00659,8.469594,-2.1741276,0.42864248
0.7659574468,-16.926039,14.787996,411.25958,11.024183,98.0016,4.859692,23.70964,0.81613404,156.29036,176.29851,128.27501,0.32053638
0.8936170213,-14.805675,14.365933,467.64993,15.24445,97.78129,2.8253603,25.215027,1.1329794,154.78496,92.553444,144.08589,0.26586276
0.914893617,-15.345788,14.322931,470.30603,15.957306,97.780914,2.8990169,37.600037,1.1572453,142.39995,74.97944,155.47461,0.2900151
0.9361702128,-11.467938,14.342186,465.8559,16.281586,97.78072,2.5749426,44.40352,1.1161003,135.59648,53.41501,116.5092,0.27747068
0.9787234043,-3.784257,14.28915,475.94504,17.003412,97.75759,2.579364,62.657227,0.34998617,117.34276,0.41172567,42.730625,0.23388939
0.2127659574,0.33753455,15.407418,375.74008,11.61317,97.79506,1.6356382,119.60275,0.36850512,60.397255,-3.0305305,0.34708524,0.03159961
0.2553191489,-1.1669786,15.425504,308.8966,10.460472,97.78302,2.0815983,124.94656,0.87334967,55.053432,-2.1747992,-6.879344,0.046869524
0.5531914894,3.0422196,18.680244,3012.2324,7.569824,97.703285,1.8105878,98.983185,1.0984277,81.01681,7.155966,2.4648287,0.14211479
0.5744680851,-3.916392,17.787449,2847.04,7.836637,97.70028,2.5267947,133.01498,0.034264047,46.985004,16.505407,-16.632261,0.21869063
0.829787234,-10.922303,14.484212,507.41202,18.54629,97.19997,4.4591675,165.12488,0.35553306,14.875118,78.028755,152.51295,0.2742181
0.8936170213,-12.36494,14.124171,502.86783,21.637161,96.997734,4.6124988,193.94443,0.8467296,13.944425,56.479313,216.88138,0.3529888
0,0.17907692,14.376664,488.3347,20.111376,96.81265,3.173802,161.45078,0.0884694,18.549232,-35.070557,8.288243,0.16556759
